course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_timestamp,subject,date,free_or_paid,free_beginner_courses,revenue
114518,Improve Your Financial Literacy,https://www.udemy.com/improve-your-financial-literacy-in-less-than-three-hours/,$0.00,9995,96,10,All Levels,0.81,2,2014-02-10T03:50:00Z,Business Finance,2014-02-10,free,Not free beginner,$0.00
1004788,Getting Started with Craft CMS,https://www.udemy.com/craft-cms/,$20.00,997,31,20,Beginner Level,0.89,2,2016-11-07T22:03:01Z,Web Development,2016-11-07,paid,Not free beginner,"$19,940.00"
1093734,HTML5 and CSS3 for beginners: Create a Website from Scratch,https://www.udemy.com/html5-and-css3-for-beginners-create-a-website-from-scratch/,$200.00,9945,101,43,Intermediate Level,0.76,2,2017-02-17T22:15:48Z,Web Development,2017-02-17,paid,Not free beginner,"$1,989,000.00"
1079040,Leaps Options Trading System - Diagonal Leaps Options Spread,https://www.udemy.com/leaps-options-trading-system-diagonal-leaps-options-spread/,$200.00,993,19,16,Beginner Level,0.89,1,2017-01-19T19:09:29Z,Business Finance,2017-01-19,paid,Not free beginner,"$198,600.00"
566856,Learn Monster GODJ,https://www.udemy.com/learn-monster-godj/,$0.00,991,29,12,Beginner Level,0.44,1,2015-07-29T17:49:53Z,Musical Instruments,2015-07-29,free,Free beginner,$0.00
425338,Basics of Trading,https://www.udemy.com/basicsoftrading/,$40.00,99,17,27,Beginner Level,0.96,1,2015-04-06T20:00:01Z,Business Finance,2015-04-06,paid,Not free beginner,"$3,960.00"
498360,Trading For Busy People,https://www.udemy.com/trading-for-busy-people/,$50.00,99,12,26,All Levels,0.96,3,2015-07-06T22:22:25Z,Business Finance,2015-07-06,paid,Not free beginner,"$4,950.00"
456988,Graphic Design Bootcamp: Professional Workflow & Layout Tips,https://www.udemy.com/graphic-design-bootcamp-layout-and-workflow-basics/,$20.00,99,10,9,Beginner Level,0.98,1.5,2015-03-26T18:24:10Z,Graphic Design,2015-03-26,paid,Not free beginner,"$1,980.00"
1188178,Forex Trading for Beginners - Basics,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,$50.00,989,9,11,All Levels,0.1,1,2017-04-24T16:42:56Z,Business Finance,2017-04-24,paid,Not free beginner,"$49,450.00"
473160,Web Design for Web Developers: Build Beautiful Websites!,https://www.udemy.com/web-design-secrets/,$0.00,98867,6512,20,All Levels,0.82,3,2015-04-13T18:29:47Z,Web Development,2015-04-13,free,Not free beginner,$0.00
30240,The Ultimate Web Development Course,https://www.udemy.com/build-an-instant-update-database-interface-with-jquery-ajax/,$50.00,9881,329,136,Intermediate Level,0.28,12,2013-08-25T16:16:52Z,Web Development,2013-08-25,paid,Not free beginner,"$494,050.00"
922750,HTML : HTML Awesomeness,https://www.udemy.com/html-awesomeness/,$25.00,988,23,27,All Levels,0.89,0.6333333333,2016-08-17T19:33:35Z,Web Development,2016-08-17,paid,Not free beginner,"$24,700.00"
410974,Learn After Effects and master 3d layers in after effects,https://www.udemy.com/the-basics-of-after-effects/,$20.00,987,2,29,All Levels,0.76,1.5,2015-02-23T08:05:26Z,Graphic Design,2015-02-23,paid,Not free beginner,"$19,740.00"
364986,Apple Watch Design,https://www.udemy.com/apple-watch-design/,$20.00,9847,24,35,All Levels,0.94,4,2014-12-29T04:59:24Z,Graphic Design,2014-12-29,paid,Not free beginner,"$196,940.00"
772950,Learn How to Trade The Stock Market,https://www.udemy.com/complete-course-for-stock-trading-all-skill-levels/,$20.00,984,3,41,All Levels,0.19,4,2016-03-02T18:19:36Z,Business Finance,2016-03-02,paid,Not free beginner,"$19,680.00"
212376,Getting Started as a Web Developer,https://www.udemy.com/refactoru-getting-started-as-a-web-developer/,$0.00,9833,241,15,Expert Level,0.64,1,2014-08-16T22:20:47Z,Web Development,2014-08-16,free,Not free beginner,$0.00
978852,Beginning Web development Learn the basics of HTML,https://www.udemy.com/learn-the-basics-of-html-in-less-than-a-week/,$95.00,9832,71,59,All Levels,0.34,2,2017-01-06T15:14:59Z,Web Development,2017-01-06,paid,Not free beginner,"$934,040.00"
1017568,The Complete PHP Bootcamp Course With Video Sharing Project,https://www.udemy.com/php-bootcamp/,$195.00,9831,56,74,Intermediate Level,1,14.5,2017-03-21T23:50:38Z,Web Development,2017-03-21,paid,Not free beginner,"$1,917,045.00"
980408,Introduction to the economics of public services regulation,https://www.udemy.com/introduction-to-the-economics-of-public-services-regulation/,$80.00,98,35,69,Beginner Level,0.96,8,2017-01-03T17:57:55Z,Business Finance,2017-01-03,paid,Not free beginner,"$7,840.00"
139784,Learn to improvise on your harmonica - in nice easy steps,https://www.udemy.com/benhewlettharmonicatuitionb4/,$35.00,98,1,15,All Levels,0.6,2,2014-03-16T18:28:46Z,Musical Instruments,2014-03-16,paid,Not free beginner,"$3,430.00"
349142,Master Oboe Playing: Intermediate Instruction Made Simple!,https://www.udemy.com/oboe-beyond-beginner/,$50.00,98,6,73,Intermediate Level,0.34,5.5,2015-01-01T01:25:10Z,Musical Instruments,2015-01-01,paid,Not free beginner,"$4,900.00"
939668,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,https://www.udemy.com/arrahman-hits/,$70.00,98,18,31,All Levels,1,2.5,2016-12-13T22:38:05Z,Musical Instruments,2016-12-13,paid,Not free beginner,"$6,860.00"
761122,Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,https://www.udemy.com/blues-guitar-lessons-volume-3-minor-blues-essentials/,$45.00,98,5,14,Beginner Level,0.22,2,2016-02-13T02:57:32Z,Musical Instruments,2016-02-13,paid,Not free beginner,"$4,410.00"
651014,Adobe Photoshop (Complete Beginner),https://www.udemy.com/learn-adobe-photoshop-complete-beginner-to-a-fricken-master/,$200.00,98,3,33,All Levels,0.98,2,2015-12-09T17:17:38Z,Graphic Design,2015-12-09,paid,Not free beginner,"$19,600.00"
465870,Beginning Oracle WebLogic for Administrators,https://www.udemy.com/learn-oracle-weblogic-12c-essentials/,$0.00,9786,989,7,Beginner Level,0.14,0.7,2015-04-15T18:28:50Z,Web Development,2015-04-15,free,Free beginner,$0.00
745110,MQL5 Tutorial Bootcamp,https://www.udemy.com/mql5-tutorial-bootcamp/,$20.00,978,7,13,All Levels,0.88,0.5333333333,2016-01-29T00:11:42Z,Business Finance,2016-01-29,paid,Not free beginner,"$19,560.00"
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,https://www.udemy.com/ajax-course/,$200.00,9773,117,65,Beginner Level,0.47,4.5,2016-10-24T15:36:40Z,Web Development,2016-10-24,paid,Not free beginner,"$1,954,600.00"
992114,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",https://www.udemy.com/build-a-complete-crud-application-with-php-mysql-jquery/,$20.00,9762,94,112,Intermediate Level,0.13,13.5,2016-11-01T15:30:36Z,Web Development,2016-11-01,paid,Not free beginner,"$195,240.00"
611688,PSD to Bootstrap 3 for Beginners using HTML & CSS,https://www.udemy.com/psd-to-bootstrap/,$20.00,976,93,46,Beginner Level,0.89,2.5,2015-11-03T21:03:34Z,Web Development,2015-11-03,paid,Not free beginner,"$19,520.00"
260444,Build a file hosting/sharing site in less than 2 hours,https://www.udemy.com/build-a-file-hosting-site-in-less-than-2-hours/,$20.00,976,29,13,All Levels,0.89,1.5,2014-07-14T18:43:39Z,Web Development,2014-07-14,paid,Not free beginner,"$19,520.00"
610890,TRADING PSYCHOLOGY: Trading Mindset Mastery,https://www.udemy.com/trading-psychology-trading-mindset-mastery/,$120.00,975,23,23,Beginner Level,0.88,1,2015-09-30T18:57:45Z,Business Finance,2015-09-30,paid,Not free beginner,"$117,000.00"
975906,The Sass Course! Learn Sass for Real-World Websites,https://www.udemy.com/learn-sass/,$95.00,975,141,18,All Levels,0.89,3.5,2016-12-08T16:53:19Z,Web Development,2016-12-08,paid,Not free beginner,"$92,625.00"
876646,Direction-Independ Trading - Elite Forex Traders Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,$120.00,973,15,28,Beginner Level,0.88,2.5,2016-06-21T22:46:41Z,Business Finance,2016-06-21,paid,Not free beginner,"$116,760.00"
344234,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,https://www.udemy.com/learn-piano-7-learn-chromatic-chords-chromatic-scale-run/,$60.00,973,8,74,Intermediate Level,0.83,2,2016-02-01T20:19:24Z,Musical Instruments,2016-02-01,paid,Not free beginner,"$58,380.00"
574082,"Web Scraping with Python, Ruby & import. io",https://www.udemy.com/web-scraping-with-python-ruby-import-io-for-fun-profit/,$75.00,973,50,46,Beginner Level,0.89,4.5,2015-08-09T22:16:41Z,Web Development,2015-08-09,paid,Not free beginner,"$72,975.00"
996868,How to Design a Logo in Adobe Illustrator,https://www.udemy.com/logoworkshop/,$100.00,972,44,24,All Levels,0.07,1,2016-11-14T15:26:17Z,Graphic Design,2016-11-14,paid,Not free beginner,"$97,200.00"
787686,Bluegrass Guitar Essentials: Webisodes 1 & 2,https://www.udemy.com/bluegrass-guitar-essentials-webisodes-1-2/,$0.00,970,14,9,Beginner Level,0.96,1,2016-03-20T19:36:03Z,Musical Instruments,2016-03-20,free,Free beginner,$0.00
397204,Typography Design: Learn Web Typography The Practical Way,https://www.udemy.com/typography-design-learn-web-typography/,$20.00,970,9,34,Intermediate Level,0.12,2,2015-01-20T20:39:15Z,Graphic Design,2015-01-20,paid,Not free beginner,"$19,400.00"
725872,Certificate in MYOB AccountRight Premier 2017 Course,https://www.udemy.com/certificate-in-myob-accountright-premier-2016-valued-1250/,$200.00,97,18,29,All Levels,0.96,3,2016-03-10T23:45:35Z,Business Finance,2016-03-10,paid,Not free beginner,"$19,400.00"
1182624,Play Thousands of Songs On The Guitar | Cheater Chords,https://www.udemy.com/how-to-play-any-song-on-the-guitar-secret-chords/,$100.00,97,5,12,Beginner Level,0.66,1,2017-04-19T16:26:09Z,Musical Instruments,2017-04-19,paid,Not free beginner,"$9,700.00"
789670,Diseño Gráfico fácil y rápido.,https://www.udemy.com/aprende-diseno-grafico-facil-y-rapido/,$20.00,97,9,124,All Levels,0.98,13.5,2016-07-05T00:18:50Z,Graphic Design,2016-07-05,paid,Not free beginner,"$1,940.00"
1240148,Learn all Piano Chords in all Piano Scales with logic,https://www.udemy.com/how-to-find-scales-and-major-minor-chords-on-piano/,$45.00,969,2,17,All Levels,0.29,1,2017-06-04T18:56:32Z,Musical Instruments,2017-06-04,paid,Not free beginner,"$43,605.00"
482834,HTML5 for beginners,https://www.udemy.com/html-complete-html-course-for-beginners/,$195.00,9687,59,59,Beginner Level,0.32,5,2015-04-24T18:04:21Z,Web Development,2015-04-24,paid,Not free beginner,"$1,888,965.00"
42634,"Advanced Options Concepts - Probability, Greeks, Simulation",https://www.udemy.com/advanced-options-analysis/,$60.00,968,81,10,All Levels,0.88,2,2013-02-27T13:05:27Z,Business Finance,2013-02-27,paid,Not free beginner,"$58,080.00"
797762,Corporate Finance 101: Financial Statement Analysis & Ratios,https://www.udemy.com/corp-fin-101-fsa-ratios/,$50.00,967,16,43,Intermediate Level,0.88,8,2016-03-20T21:39:38Z,Business Finance,2016-03-20,paid,Not free beginner,"$48,350.00"
669270,JQuery Essentials core training for Dynamic Interactive web,https://www.udemy.com/jquery-essentials-core-training-for-dynamic-interactive-web/,$100.00,9668,38,52,All Levels,0.58,4,2015-11-20T17:22:00Z,Web Development,2015-11-20,paid,Not free beginner,"$966,800.00"
184780,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,https://www.udemy.com/trumpet-a-beginners-guide/,$50.00,966,157,145,Beginner Level,0.96,7.5,2014-03-21T10:19:54Z,Musical Instruments,2014-03-21,paid,Not free beginner,"$48,300.00"
1266148,Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,$0.00,965,0,18,All Levels,0.88,1.5,2017-06-28T20:37:13Z,Business Finance,2017-06-28,free,Not free beginner,$0.00
792703,Create WordPress Plugins,https://www.udemy.com/create-wordpress-plugins/,$50.00,964,19,21,All Levels,0.89,2.5,2016-04-08T21:24:12Z,Web Development,2016-04-08,paid,Not free beginner,"$48,200.00"
991630,Try Django 1.10 | Create a URL Shortening Service,https://www.udemy.com/try-django-1-10/,$50.00,9607,78,40,All Levels,0.17,5.5,2016-10-24T18:14:43Z,Web Development,2016-10-24,paid,Not free beginner,"$480,350.00"
751100,Scrape Websites using PhantomJS and CasperJS,https://www.udemy.com/scrape-websites-phantomjs-casperjs/,$195.00,960,110,32,Expert Level,0.89,2,2016-02-26T18:21:13Z,Web Development,2016-02-26,paid,Not free beginner,"$187,200.00"
913768,Illustrator CC 2016 Power Workshops (Deutsch),https://www.udemy.com/illustrator-cc-2016-power-workshops-deutsch/,$150.00,96,10,50,All Levels,0.98,4.5,2016-07-25T17:16:46Z,Graphic Design,2016-07-25,paid,Not free beginner,"$14,400.00"
1053406,Java Web Services Part 2,https://www.udemy.com/javawebservicespart2/,$20.00,959,51,74,Beginner Level,0.89,3,2017-01-12T03:10:56Z,Web Development,2017-01-12,paid,Not free beginner,"$19,180.00"
900794,JavaScript Basics For Web Developers,https://www.udemy.com/javascript-basics-for-web-developers/,$20.00,958,14,17,Intermediate Level,0.89,1,2016-07-11T17:30:42Z,Web Development,2016-07-11,paid,Not free beginner,"$19,160.00"
398798,Forex: Learn to Trade Forex and FX Consistently,https://www.udemy.com/forex-learn-to-trade-forex-and-fx-consistently/,$50.00,956,4,21,All Levels,0.88,5.5,2015-01-20T04:28:14Z,Business Finance,2015-01-20,paid,Not free beginner,"$47,800.00"
629088,Code your first Website using HTML & CSS: Project Learning,https://www.udemy.com/code-your-first-website-using-html-css-project-learning/,$20.00,9554,368,16,Intermediate Level,0.8,1.5,2015-10-28T18:16:52Z,Web Development,2015-10-28,paid,Not free beginner,"$191,080.00"
565384,Introduction to Modern Programming with PHP,https://www.udemy.com/introduction-to-modern-programming-with-php/,$20.00,954,183,123,All Levels,0.89,16,2015-08-27T19:20:42Z,Web Development,2015-08-27,paid,Not free beginner,"$19,080.00"
574428,Fingerpicking Classics - Great songs played fingerstyle!,https://www.udemy.com/fingerpicking-learn-fingerstyle-guitar-songs/,$20.00,953,11,13,All Levels,0.15,2,2015-08-07T22:08:40Z,Musical Instruments,2015-08-07,paid,Not free beginner,"$19,060.00"
352782,トレーディングビュー徹底攻略2017年版,https://www.udemy.com/tradingview/,$55.00,952,77,53,Beginner Level,0.88,3,2014-12-10T00:53:21Z,Business Finance,2014-12-10,paid,Not free beginner,"$52,360.00"
1134390,Complete React JS web developer with ES6 - Build 10 projects,https://www.udemy.com/complete-react-js-course/,$200.00,952,121,75,All Levels,0.89,12,2017-03-22T20:09:26Z,Web Development,2017-03-22,paid,Not free beginner,"$190,400.00"
419308,TRADING TACTICS,https://www.udemy.com/trading-tactics/,$145.00,951,25,62,All Levels,0.88,6,2015-02-13T20:19:58Z,Business Finance,2015-02-13,paid,Not free beginner,"$137,895.00"
1088102,The Psychology of Trading,https://www.udemy.com/the-psychology-of-trading/,$20.00,95,3,20,All Levels,0.96,1,2017-02-02T03:58:36Z,Business Finance,2017-02-02,paid,Not free beginner,"$1,900.00"
810576,Clarinet Pro Series - Fall in love with the Clarinet,https://www.udemy.com/clarinet-pro-series/,$50.00,95,3,30,All Levels,0.13,6,2016-04-08T22:28:18Z,Musical Instruments,2016-04-08,paid,Not free beginner,"$4,750.00"
743674,Piano With Willie: Blues n' Boogie Vol. 2,https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-2/,$40.00,95,8,11,All Levels,0.14,2.5,2016-04-13T05:37:37Z,Musical Instruments,2016-04-13,paid,Not free beginner,"$3,800.00"
1155262,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",https://www.udemy.com/build-angular-2-complete-e-comerce-app-java-spring-mysql/,$195.00,949,129,89,All Levels,0.89,20.5,2017-03-27T16:46:54Z,Web Development,2017-03-27,paid,Not free beginner,"$185,055.00"
706942,Forex Trading For Beginners,https://www.udemy.com/forex-trading-for-beginners-q/,$0.00,9483,183,22,All Levels,0.81,2,2016-01-14T02:46:59Z,Business Finance,2016-01-14,free,Not free beginner,$0.00
723878,Bootstrap 4 Beginners: Code a Responsive Landing Page,https://www.udemy.com/bootstrap-4-beginners-code-a-responsive-landing-page/,$30.00,948,193,48,All Levels,0.89,3.5,2016-09-13T16:54:49Z,Web Development,2016-09-13,paid,Not free beginner,"$28,440.00"
603408,Learn to Freelance with People Per hour (URDU),https://www.udemy.com/learn-to-freelance-with-people-per-hour-in-30-minutes/,$20.00,948,48,8,All Levels,0.89,0.6,2015-09-14T21:25:01Z,Web Development,2015-09-14,paid,Not free beginner,"$18,960.00"
1016388,Projects In ReactJS - The Complete React Learning Course,https://www.udemy.com/projects-in-reactjs-the-complete-react-learning-course/,$50.00,947,108,56,Intermediate Level,0.89,8,2016-11-22T04:21:03Z,Web Development,2016-11-22,paid,Not free beginner,"$47,350.00"
693812,Master App Icon Design for iPhone (IOS) & Android Devices,https://www.udemy.com/how-to-design-ios-app-icons/,$25.00,9464,329,43,All Levels,0.18,2,2015-12-21T18:57:07Z,Graphic Design,2015-12-21,paid,Not free beginner,"$236,600.00"
1260674,Learn Comic Book Color Flatting! (Coloring Assistant role),https://www.udemy.com/flatting/,$0.00,946,3,6,All Levels,0.74,0.6666666667,2017-06-20T17:57:00Z,Graphic Design,2017-06-20,free,Not free beginner,$0.00
939536,Learn basics of HTML in 30 Minutes,https://www.udemy.com/learn-basics-of-html/,$20.00,945,17,11,Intermediate Level,0.89,0.55,2016-09-02T16:37:09Z,Web Development,2016-09-02,paid,Not free beginner,"$18,900.00"
165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,$155.00,9445,497,38,Beginner Level,0.81,4.5,2014-02-19T19:04:28Z,Business Finance,2014-02-19,paid,Not free beginner,"$1,463,975.00"
249934,Finance for Non Finance Executives,https://www.udemy.com/finance-for-non-finance-executives/,$180.00,944,44,187,Beginner Level,0.88,13,2014-06-25T15:09:12Z,Business Finance,2014-06-25,paid,Not free beginner,"$169,920.00"
1115064,XML DTD - Crash Course for Beginners,https://www.udemy.com/xml-dtd-crash-course-for-beginners/,$45.00,944,1,10,Intermediate Level,0.89,1,2017-02-18T20:21:12Z,Web Development,2017-02-18,paid,Not free beginner,"$42,480.00"
920306,Web Site for Beginners - Learn Web Building like knitting,https://www.udemy.com/web-design-for-grandmothers-with-html/,$20.00,9425,147,14,All Levels,0.67,1.5,2016-08-10T00:40:59Z,Web Development,2016-08-10,paid,Not free beginner,"$188,500.00"
575880,The Complete Wordpress Course - Build Your Own Website Today,https://www.udemy.com/wordpresscourse/,$195.00,9421,73,36,Beginner Level,0.34,3.5,2015-08-25T00:03:06Z,Web Development,2015-08-25,paid,Not free beginner,"$1,837,095.00"
736250,Mastering Thymeleaf with Spring,https://www.udemy.com/mastering-thymeleaf-with-spring/,$75.00,942,161,64,Beginner Level,0.89,4.5,2016-02-05T20:42:25Z,Web Development,2016-02-05,paid,Not free beginner,"$70,650.00"
1126016,Portrait Typography in Photoshop - Anyone can do Typography,https://www.udemy.com/portrait-typography-in-photoshop-anyone-can-do-typography/,$95.00,941,2,26,Intermediate Level,0.3,2.5,2017-03-06T18:24:49Z,Graphic Design,2017-03-06,paid,Not free beginner,"$89,395.00"
1120410,#5 Piano Hand Coordination: Piano Runs in 2 Beats Eb Key,https://www.udemy.com/learn-piano-technique-5-piano-runs-in-2-beats-in-eb-key/,$75.00,940,3,32,All Levels,1,0.6166666667,2017-02-21T23:44:49Z,Musical Instruments,2017-02-21,paid,Not free beginner,"$70,500.00"
1170626,Start Trading Stocks Using Technical Analysis! Part 2,https://www.udemy.com/start-trading-stocks-using-technical-analysis-part-2/,$95.00,94,11,25,Expert Level,0.96,2,2017-05-23T00:20:02Z,Business Finance,2017-05-23,paid,Not free beginner,"$8,930.00"
380206,Stock Trading Essentials for Day Traders,https://www.udemy.com/stock-trading-essentials-for-day-traders/,$100.00,94,15,9,All Levels,0.96,1,2015-01-08T17:40:22Z,Business Finance,2015-01-08,paid,Not free beginner,"$9,400.00"
273256,Mind-Blowing Photoshop: Master Skills Season 1,https://www.udemy.com/mind-blowing-photoshop-master-skills-season-1/,$20.00,94,3,69,Intermediate Level,0.98,3,2014-08-08T16:12:02Z,Graphic Design,2014-08-08,paid,Not free beginner,"$1,880.00"
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,https://www.udemy.com/naked-put-options-trade-covered-call-poor-man-covered-call/,$200.00,939,7,19,Intermediate Level,0.88,1.5,2017-02-10T22:40:57Z,Business Finance,2017-02-10,paid,Not free beginner,"$187,800.00"
647442,Successful website creation - everything you need to know,https://www.udemy.com/total-guide-to-creating-websites-and-an-online-web-business/,$150.00,9384,21,16,All Levels,0.76,1.5,2015-10-22T22:54:30Z,Web Development,2015-10-22,paid,Not free beginner,"$1,407,600.00"
316704,Introductory JavaScript Made Easy Training Tutorial,https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/,$20.00,9381,138,131,Beginner Level,0.8,11,2014-10-15T15:23:00Z,Web Development,2014-10-15,paid,Not free beginner,"$187,620.00"
134144,Ruby on Rails: Training and Skills to Build Web Applications,https://www.udemy.com/the-startups-guide-to-web-development-with-ruby-on-rails/,$95.00,9375,219,43,Intermediate Level,0.38,7,2014-01-10T18:41:55Z,Web Development,2014-01-10,paid,Not free beginner,"$890,625.00"
899492,How to create awesome website and e-commerce in 1 hour,https://www.udemy.com/how-to-create-awesome-websites-and-e-commerce-in-1-hour/,$20.00,937,4,10,All Levels,0.89,1,2016-07-18T16:56:23Z,Web Development,2016-07-18,paid,Not free beginner,"$18,740.00"
968304,XQUERY :basics for beginners,https://www.udemy.com/xquery-basics-for-beginners/,$40.00,937,2,6,All Levels,0.89,0.6333333333,2016-09-27T15:26:05Z,Web Development,2016-09-27,paid,Not free beginner,"$37,480.00"
1145736,Create Professional Looking Infographics With No Experience,https://www.udemy.com/create-professional-looking-infographics/,$180.00,9367,104,21,All Levels,0.11,2,2017-03-21T19:00:13Z,Graphic Design,2017-03-21,paid,Not free beginner,"$1,686,060.00"
336938,Learn How To Build a Web Application Without Coding,https://www.udemy.com/learn-how-to-build-a-web-application-without-coding/,$0.00,9364,311,10,All Levels,0.28,0.5333333333,2015-03-04T21:44:18Z,Web Development,2015-03-04,free,Not free beginner,$0.00
1171994,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,$20.00,936,6,11,All Levels,0.88,1.5,2017-04-11T00:59:50Z,Business Finance,2017-04-11,paid,Not free beginner,"$18,720.00"
956102,Guitar Lessons for complete beginners - super simple and fun,https://www.udemy.com/guitar-lessons-for-complete-beginners/,$20.00,936,9,12,Beginner Level,0.44,0.6666666667,2016-09-12T17:49:04Z,Musical Instruments,2016-09-12,paid,Not free beginner,"$18,720.00"
924704,Ultimate Web Developer Course Build 10 Websites from Scratch,https://www.udemy.com/ultimate-web-developer-course-build-10-websites-from-scratch/,$200.00,9359,110,402,Intermediate Level,0.07,32.5,2016-10-10T15:09:14Z,Web Development,2016-10-10,paid,Not free beginner,"$1,871,800.00"
260756,The Essential Web Developer Course - Build 12 Websites,https://www.udemy.com/the-essential-web-developer-course/,$200.00,9355,390,177,All Levels,0.94,16.5,2015-11-02T17:41:42Z,Web Development,2015-11-02,paid,Not free beginner,"$1,871,000.00"
1191750,"Jazz Guitar Tips, Tricks and Licks",https://www.udemy.com/jazz-guitar-tips-tricks-and-licks/,$0.00,9351,331,21,Intermediate Level,0.18,2,2017-05-01T02:32:12Z,Musical Instruments,2017-05-01,free,Not free beginner,$0.00
704732,Learn and Earn with HTML & CSS,https://www.udemy.com/learn-and-earn-with-html-css/,$20.00,9349,206,69,Intermediate Level,0.81,4,2016-03-11T20:11:22Z,Web Development,2016-03-11,paid,Not free beginner,"$186,980.00"
406424,"Photoshop, Illustrator, InDesign & Graphic Design Principles",https://www.udemy.com/photoshop-illustrator-indesign-graphic-design-principles/,$30.00,934,143,41,All Levels,0.17,12,2015-02-02T14:24:21Z,Graphic Design,2015-02-02,paid,Not free beginner,"$28,020.00"
673420,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,https://www.udemy.com/html-css-javascript/,$170.00,9332,172,33,All Levels,0.04,3.5,2015-11-18T22:45:19Z,Web Development,2015-11-18,paid,Not free beginner,"$1,586,440.00"
929146,Learn Stock Options: Options Made Simple 101,https://www.udemy.com/learn-to-trade-stock-options-options-made-simple/,$35.00,93,13,49,All Levels,0.96,5,2016-08-17T04:53:31Z,Business Finance,2016-08-17,paid,Not free beginner,"$3,255.00"
1072156,Binary Beginners Mastery Strategy.,https://www.udemy.com/binary-beginners-mastery-strategy/,$0.00,927,8,14,Beginner Level,0.88,1,2017-05-02T18:58:47Z,Business Finance,2017-05-02,free,Free beginner,$0.00
505126,Discover Classical Guitar Level 2,https://www.udemy.com/discover-classical-guitar-level-2/,$75.00,927,35,123,All Levels,0.24,11.5,2015-09-01T17:47:10Z,Musical Instruments,2015-09-01,paid,Not free beginner,"$69,525.00"
19422,Drupal 7 for Beginners,https://www.udemy.com/drupal-for-beginners/,$35.00,926,102,37,All Levels,0.89,2.5,2012-06-14T18:15:00Z,Web Development,2012-06-14,paid,Not free beginner,"$32,410.00"
1257976,Your First 10 Guitar Lessons - Learn how to play guitar,https://www.udemy.com/your-first-10-guitar-lessons-learn-how-to-play-guitar/,$0.00,924,4,18,All Levels,0.72,1,2017-06-29T00:29:36Z,Musical Instruments,2017-06-29,free,Not free beginner,$0.00
192870,Trading Penny Stocks: A Guide for All Levels In 2017,https://www.udemy.com/trading-penny-stocks-a-guide-for-all-levels/,$150.00,9221,138,25,All Levels,0.81,3,2014-05-02T15:13:30Z,Business Finance,2014-05-02,paid,Not free beginner,"$1,383,150.00"
173776,Ultimate Blues Guitar Beginner Lessons,https://www.udemy.com/ultimate-blues-guitar-beginners-course/,$20.00,922,57,90,Beginner Level,0.17,10.5,2014-03-08T11:31:03Z,Musical Instruments,2014-03-08,paid,Not free beginner,"$18,440.00"
708696,Instant Bodhran - part one; learn the basics of drumming now,https://www.udemy.com/instant-bodhran-learn-irish-drum-for-fun-and-in-sessions/,$30.00,920,31,9,All Levels,0.06,1,2016-01-12T20:59:18Z,Musical Instruments,2016-01-12,paid,Not free beginner,"$27,600.00"
967422,XML DOM :basics for beginners,https://www.udemy.com/xml-dom-basics-for-beginners/,$35.00,920,1,7,Beginner Level,0.89,0.7,2016-09-26T16:47:11Z,Web Development,2016-09-26,paid,Not free beginner,"$32,200.00"
412108,Trading Intradiario basado en Precio y Volumen,https://www.udemy.com/trading-intradiario-basado-en-precio-y-volumen/,$40.00,92,15,19,All Levels,0.96,1.5,2015-02-18T23:28:01Z,Business Finance,2015-02-18,paid,Not free beginner,"$3,680.00"
326310,Get Piano Skills TODAY!!!,https://www.udemy.com/how-to-play-piano2/,$100.00,92,5,71,All Levels,0.3,3.5,2014-11-05T18:40:00Z,Musical Instruments,2014-11-05,paid,Not free beginner,"$9,200.00"
823860,Trumpet Pro Series - You're going to love practicing Trumpet,https://www.udemy.com/trumpet-pro-series/,$50.00,92,1,25,All Levels,0.89,6,2016-04-22T23:43:37Z,Musical Instruments,2016-04-22,paid,Not free beginner,"$4,600.00"
149602,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,https://www.udemy.com/passive-trumpet-lessons/,$50.00,92,3,71,Beginner Level,0.94,1.5,2014-01-27T17:06:43Z,Musical Instruments,2014-01-27,paid,Not free beginner,"$4,600.00"
